index,auc,accuracy,params,iteration
30,0.7507679213216022,0.7554738689547581,"{'eta': 0.14, 'max_depth': 4, 'gamma': 0.4, 'alpha': 1, 'lambda': 1, 'subsample': 0.9, 'colsample_bytree': 0.7, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",30
85,0.7507216398838159,0.7523503315132605,"{'eta': 0.1, 'max_depth': 3, 'gamma': 0.1, 'alpha': 0.1, 'lambda': 5, 'subsample': 0.9, 'colsample_bytree': 0.6, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",85
20,0.7503215409720904,0.7545339313572543,"{'eta': 0.07, 'max_depth': 3, 'gamma': 0.4, 'alpha': 5, 'lambda': 0.1, 'subsample': 0.9, 'colsample_bytree': 0.8, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",20
48,0.7502943136195073,0.7495417316692667,"{'eta': 0.14, 'max_depth': 5, 'gamma': 0.2, 'alpha': 10, 'lambda': 10, 'subsample': 0.8, 'colsample_bytree': 0.7, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",48
37,0.7500887729244345,0.7504797191887674,"{'eta': 0.05, 'max_depth': 4, 'gamma': 0.2, 'alpha': 0.01, 'lambda': 1, 'subsample': 0.5, 'colsample_bytree': 0.7, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",37
86,0.7500685654303355,0.7564099063962558,"{'eta': 0.12, 'max_depth': 3, 'gamma': 0.0, 'alpha': 1e-05, 'lambda': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.6, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",86
98,0.7499320491146868,0.7551647815912637,"{'eta': 0.07, 'max_depth': 9, 'gamma': 0.0, 'alpha': 5, 'lambda': 0.1, 'subsample': 0.9, 'colsample_bytree': 0.6, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",98
88,0.7498717918296023,0.756411856474259,"{'eta': 0.14, 'max_depth': 4, 'gamma': 0.3, 'alpha': 1, 'lambda': 5, 'subsample': 0.8, 'colsample_bytree': 0.5, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",88
6,0.7496549542998172,0.7548503315132604,"{'eta': 0.1, 'max_depth': 7, 'gamma': 0.2, 'alpha': 5, 'lambda': 5, 'subsample': 0.8, 'colsample_bytree': 0.8, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",6
38,0.7496323999491614,0.7551599063962559,"{'eta': 0.1, 'max_depth': 4, 'gamma': 0.3, 'alpha': 5, 'lambda': 0.01, 'subsample': 0.7, 'colsample_bytree': 0.9, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",38
53,0.7495172410478308,0.7536022815912637,"{'eta': 0.07, 'max_depth': 9, 'gamma': 0.3, 'alpha': 5, 'lambda': 5, 'subsample': 0.8, 'colsample_bytree': 0.8, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",53
31,0.7494883591363426,0.7545397815912637,"{'eta': 0.07, 'max_depth': 6, 'gamma': 0.1, 'alpha': 1, 'lambda': 5, 'subsample': 0.9, 'colsample_bytree': 0.5, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",31
