index,auc,accuracy,params,iteration
32,0.7184707511116579,0.7482853939157567,"{'eta': 0.12, 'max_depth': 8, 'gamma': 0.3, 'alpha': 1, 'lambda': 0.01, 'subsample': 0.7, 'colsample_bytree': 0.8, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",32
74,0.7183296436444737,0.7535959438377536,"{'eta': 0.07, 'max_depth': 9, 'gamma': 0.0, 'alpha': 0.1, 'lambda': 0.01, 'subsample': 0.9, 'colsample_bytree': 0.5, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",74
52,0.7180588233058394,0.7464142940717629,"{'eta': 0.14, 'max_depth': 4, 'gamma': 0.1, 'alpha': 0.5, 'lambda': 0.5, 'subsample': 0.6, 'colsample_bytree': 0.9, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",52
50,0.7180456560050131,0.7439142940717629,"{'eta': 0.07, 'max_depth': 4, 'gamma': 0.4, 'alpha': 0.1, 'lambda': 0.1, 'subsample': 0.6, 'colsample_bytree': 0.8, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",50
77,0.7180357213986748,0.7514108814352574,"{'eta': 0.14, 'max_depth': 6, 'gamma': 0.4, 'alpha': 0.1, 'lambda': 0.01, 'subsample': 0.6, 'colsample_bytree': 0.6, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",77
31,0.7178377384873507,0.7454811817472698,"{'eta': 0.07, 'max_depth': 6, 'gamma': 0.1, 'alpha': 1, 'lambda': 5, 'subsample': 0.9, 'colsample_bytree': 0.5, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",31
34,0.7176232888554562,0.7498483814352574,"{'eta': 0.07, 'max_depth': 4, 'gamma': 0.2, 'alpha': 0.1, 'lambda': 0.01, 'subsample': 0.5, 'colsample_bytree': 0.8, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",34
23,0.7175720478783916,0.7476657566302654,"{'eta': 0.07, 'max_depth': 4, 'gamma': 0.3, 'alpha': 1, 'lambda': 0.1, 'subsample': 0.7, 'colsample_bytree': 0.6, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",23
15,0.7175453914693788,0.7532839313572544,"{'eta': 0.14, 'max_depth': 3, 'gamma': 0.2, 'alpha': 1e-05, 'lambda': 1e-05, 'subsample': 0.8, 'colsample_bytree': 0.5, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",15
63,0.7175105874731716,0.7495358814352574,"{'eta': 0.14, 'max_depth': 7, 'gamma': 0.2, 'alpha': 0.1, 'lambda': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.9, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",63
36,0.7174762769893785,0.7479772815912635,"{'eta': 0.14, 'max_depth': 8, 'gamma': 0.0, 'alpha': 10, 'lambda': 5, 'subsample': 0.8, 'colsample_bytree': 0.9, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",36
69,0.7173676248437165,0.745476306552262,"{'eta': 0.07, 'max_depth': 7, 'gamma': 0.4, 'alpha': 1e-05, 'lambda': 0.5, 'subsample': 0.9, 'colsample_bytree': 0.5, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",69
75,0.717363930146636,0.7501603939157566,"{'eta': 0.05, 'max_depth': 5, 'gamma': 0.3, 'alpha': 0.01, 'lambda': 10, 'subsample': 0.8, 'colsample_bytree': 0.7, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",75
95,0.7173524306573673,0.7461003315132606,"{'eta': 0.2, 'max_depth': 6, 'gamma': 0.3, 'alpha': 0.1, 'lambda': 1, 'subsample': 0.6, 'colsample_bytree': 0.7, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",95
24,0.717197548201475,0.7482878315132606,"{'eta': 0.14, 'max_depth': 7, 'gamma': 0.2, 'alpha': 0.5, 'lambda': 0.1, 'subsample': 0.5, 'colsample_bytree': 0.9, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",24
59,0.7169615840051209,0.7461042316692668,"{'eta': 0.2, 'max_depth': 4, 'gamma': 0.3, 'alpha': 0.1, 'lambda': 0.01, 'subsample': 0.9, 'colsample_bytree': 0.6, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",59
8,0.7169316095764008,0.7473508190327613,"{'eta': 0.05, 'max_depth': 7, 'gamma': 0.1, 'alpha': 1, 'lambda': 10, 'subsample': 0.5, 'colsample_bytree': 0.7, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",8
40,0.7168966130284679,0.7436037441497659,"{'eta': 0.12, 'max_depth': 4, 'gamma': 0.3, 'alpha': 1e-05, 'lambda': 0.5, 'subsample': 0.7, 'colsample_bytree': 0.8, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",40
53,0.7166020964632386,0.7464172191887676,"{'eta': 0.07, 'max_depth': 9, 'gamma': 0.3, 'alpha': 5, 'lambda': 5, 'subsample': 0.8, 'colsample_bytree': 0.8, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",53
67,0.7159117923186076,0.749849356474259,"{'eta': 0.12, 'max_depth': 9, 'gamma': 0.3, 'alpha': 0.1, 'lambda': 0.01, 'subsample': 0.6, 'colsample_bytree': 0.9, 'objective': 'binary:logistic', 'min_child_weight': 1, 'verbosity': 0, 'nthread': 6, 'eval_metric': 'auc', 'seed': 15, 'scale_pos_weight': 3}",67
